"lfdn";"external_lfdn";"tester";"dispcode";"lastpage";"quality";"duration";"c_0001";"Studienteilnahme";"Trust_Car_1";"Trust_Car_2";"Trust_Car_3";"car_check";"Manip_Check_1";"Manip_Check_2";"Manip_Check_3";"car_comp1";"car_comp2";"car_comp3";"car_comp4";"car_comp5";"car_consc1";"car_consc2";"car_consc3";"car_consc4";"car_consc5";"car_consc6";"driv_comp1";"driv_comp2";"driv_comp3";"driv_comp4";"driv_comp5";"driv_consc1";"driv_consc2";"driv_consc3";"driv_consc4";"Resp_Bic";"Resp_Car";"Resp_Driver";"Resp_Producer";"Sex";"Age";"Car_Owner";"km_year";"Education";"Occupation";"Occupation_Sonst";"Income";"Quality_1";"Quality_2";"Quality_3";"Quality_4";"Quality_5";"Quality_6";"ext_host";"ip_addr";"browser";"referer";"device_type";"participant_browser";"participant_browser_version";"participant_os";"participant_device";"participant_brand";"participant_model";"participant_isbot";"participant_continent";"participant_country";"participant_region";"participant_city";"participant_latitude";"participant_longitude";"quota";"quota_assignment";"page_history";"hflip";"vflip";"output_mode";"javascript";"flash";"session_id";"language";"cleaned";"ats";"datetime";"date_of_last_access";"date_of_first_mail"
"150";"0";"0";"31";"3884111";"-77";"416";"1";"1";"3";"4";"6";"5";"4";"5";"1";"5";"5";"5";"5";"5";"5";"5";"3";"4";"5";"5";"5";"5";"5";"4";"6";"4";"6";"5";"3";"4";"4";"5";"1";"1";"22";"2";"0";"3";"2";"-99";"3";"4";"3";"4";"6";"1";"7";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 13_1_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.1 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884110,3884110,3884111";"1";"0";"0";"-77";"-77";"e1c3b55bb126efd41424b264fd1b4ad8";"1";"0";"1573045661";"2019-11-06 13:07:41";"2019-11-06 13:14:37";"0000-00-00 00:00:00"
"152";"0";"0";"31";"3884111";"-77";"1101";"6";"1";"1";"5";"6";"9";"4";"3";"3";"7";"5";"6";"6";"6";"6";"6";"6";"6";"6";"6";"7";"7";"6";"6";"6";"5";"5";"5";"6";"2";"5";"2";"5";"2";"26";"2";"900";"5";"7";"-99";"1";"7";"2";"7";"6";"1";"7";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.87 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"1";"1";"0";"-77";"-77";"cc54e3a13b81fa958820cfade10e50c3";"1";"0";"1573046643";"2019-11-06 13:24:03";"2019-11-06 13:42:24";"0000-00-00 00:00:00"
"157";"0";"0";"31";"3884111";"-77";"557";"6";"1";"3";"7";"5";"9";"1";"1";"4";"7";"7";"4";"4";"4";"3";"3";"3";"3";"2";"2";"2";"1";"1";"1";"1";"7";"7";"7";"7";"1";"7";"1";"7";"2";"24";"1";"20000";"5";"7";"-99";"1";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Linux; Android 9; SAMSUNG SM-G950F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/10.1 Chrome/71.0.3578.99 Mobile Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"0";"1";"0";"-77";"-77";"cd662b6bd8cfdd80d08cfb810d0ca3d9";"1";"0";"1573141104";"2019-11-07 15:38:24";"2019-11-07 15:47:41";"0000-00-00 00:00:00"
"163";"0";"0";"31";"3884111";"-77";"291";"1";"1";"2";"2";"2";"7";"1";"3";"3";"3";"3";"4";"2";"2";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"1";"7";"6";"6";"1";"24";"1";"20000";"3";"2";"-99";"3";"5";"3";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Linux; Android 9; SM-G965F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.90 Mobile Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"1";"1";"0";"-77";"-77";"736301912db984b15479b315147ace80";"1";"0";"1573173269";"2019-11-08 00:34:29";"2019-11-08 00:39:20";"0000-00-00 00:00:00"
"176";"0";"0";"31";"3884111";"-77";"645";"5";"1";"4";"3";"3";"7";"7";"2";"1";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"4";"5";"5";"5";"5";"5";"5";"5";"5";"1";"7";"7";"7";"1";"28";"1";"25000";"4";"6";"-99";"3";"7";"2";"5";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.70 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884110,3884110,3884111";"0";"1";"0";"-77";"-77";"401009a02a7ae77489e8ef125df58567";"1";"0";"1573282611";"2019-11-09 06:56:51";"2019-11-09 07:07:36";"0000-00-00 00:00:00"
"179";"0";"0";"31";"3884111";"-77";"355";"3";"1";"4";"4";"6";"11";"6";"7";"1";"6";"5";"5";"5";"6";"6";"5";"7";"6";"5";"6";"7";"5";"6";"6";"6";"6";"5";"6";"6";"6";"4";"5";"6";"1";"23";"2";"8000";"5";"7";"-99";"2";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"0";"0";"0";"-77";"-77";"5ed2417e9f087465ea75868c0a504abd";"1";"0";"1573311489";"2019-11-09 14:58:09";"2019-11-09 15:04:04";"0000-00-00 00:00:00"
"180";"0";"0";"31";"3884111";"-77";"410";"2";"1";"7";"6";"6";"3";"7";"1";"1";"5";"6";"4";"7";"7";"7";"7";"4";"4";"7";"7";"4";"5";"5";"5";"5";"5";"5";"5";"5";"7";"1";"7";"4";"1";"28";"1";"30000";"4";"6";"-99";"3";"7";"2";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Linux; U; Android 9; de-de; Redmi Note 7 Build/PKQ1.180904.001) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/71.0.3578.141 Mobile Safari/537.36 XiaoMi/MiuiBrowser/11.1.7-g";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"1";"1";"0";"-77";"-77";"b3d46a2084f3361f8b0eec27b46cbe68";"1";"0";"1573375876";"2019-11-10 08:51:16";"2019-11-10 08:58:06";"0000-00-00 00:00:00"
"182";"0";"0";"31";"3884111";"-77";"309";"2";"1";"3";"3";"3";"4";"2";"7";"4";"7";"2";"3";"3";"6";"6";"5";"4";"6";"5";"5";"4";"5";"3";"6";"3";"3";"5";"4";"4";"4";"4";"3";"5";"1";"35";"1";"20000";"5";"7";"-99";"3";"7";"4";"5";"7";"1";"5";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"1";"1";"0";"-77";"-77";"d4e2d00597fdceccd39bfa1adc7887d2";"1";"0";"1573376379";"2019-11-10 08:59:39";"2019-11-10 09:04:48";"0000-00-00 00:00:00"
"183";"0";"0";"31";"3884111";"-77";"1117";"6";"1";"4";"5";"5";"9";"1";"6";"1";"5";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"5";"5";"6";"6";"6";"6";"6";"6";"6";"5";"4";"5";"3";"1";"32";"1";"40000";"5";"6";"-99";"4";"4";"7";"7";"7";"7";"6";"-99";"-99";"Mozilla/5.0 (Linux; Android 9; SM-G950F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.90 Mobile Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"0";"1";"0";"-77";"-77";"02f3ce1436d4040d0297432d51ea85d4";"1";"0";"1573377152";"2019-11-10 09:12:32";"2019-11-10 09:31:09";"0000-00-00 00:00:00"
"184";"0";"0";"31";"3884111";"-77";"842";"1";"1";"1";"2";"2";"8";"1";"6";"1";"7";"3";"6";"3";"5";"6";"6";"6";"5";"6";"6";"6";"6";"6";"6";"6";"6";"4";"4";"3";"1";"7";"7";"7";"1";"32";"1";"15000";"4";"7";"-99";"4";"7";"5";"5";"7";"4";"6";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"1";"0";"0";"-77";"-77";"80ba5cdf2e307846d76ae82441182488";"1";"0";"1573380421";"2019-11-10 10:07:01";"2019-11-10 10:21:03";"0000-00-00 00:00:00"
"186";"0";"0";"31";"3884111";"-77";"249";"3";"1";"5";"3";"3";"10";"2";"5";"1";"4";"4";"4";"4";"4";"5";"5";"4";"4";"4";"4";"5";"6";"5";"5";"6";"4";"4";"4";"5";"1";"5";"6";"4";"1";"27";"2";"500";"5";"7";"-99";"2";"7";"6";"7";"3";"1";"6";"-99";"-99";"Mozilla/5.0 (Linux; U; Android 9; de-de; Mi 9T Pro Build/PKQ1.181121.001) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/71.0.3578.141 Mobile Safari/537.36 XiaoMi/MiuiBrowser/11.2.4-g";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884108,3884108,3884109,3884110,3884111";"1";"0";"0";"-77";"-77";"721cdc66938c90b925a48a8fdd37eba7";"1";"0";"1573383720";"2019-11-10 11:02:00";"2019-11-10 11:06:09";"0000-00-00 00:00:00"
"187";"0";"0";"31";"3884111";"-77";"270";"5";"1";"5";"4";"4";"11";"5";"6";"1";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"4";"4";"4";"4";"4";"2";"2";"2";"2";"4";"4";"4";"4";"1";"27";"2";"5000";"5";"1";"-99";"5";"7";"3";"7";"7";"1";"5";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.87 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"1";"1";"0";"-77";"-77";"44b7a0248269b0b260859ed5152389a5";"1";"0";"1573388398";"2019-11-10 12:19:58";"2019-11-10 12:24:28";"0000-00-00 00:00:00"
"188";"0";"0";"31";"3884111";"-77";"265";"4";"1";"3";"3";"4";"8";"5";"2";"2";"4";"4";"5";"5";"3";"3";"4";"4";"3";"5";"4";"4";"5";"4";"4";"4";"3";"3";"5";"4";"4";"4";"4";"4";"1";"28";"2";"5000";"5";"7";"-99";"3";"3";"3";"7";"5";"5";"6";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"1";"0";"0";"-77";"-77";"e9d27c6466e5fdab61b2ee24de363af7";"1";"0";"1573399634";"2019-11-10 15:27:14";"2019-11-10 15:31:39";"0000-00-00 00:00:00"
"192";"0";"0";"31";"3884111";"-77";"209";"2";"1";"3";"3";"3";"10";"6";"1";"1";"7";"7";"7";"7";"7";"2";"2";"3";"2";"2";"2";"7";"2";"2";"7";"7";"5";"4";"4";"4";"3";"5";"3";"5";"2";"25";"2";"1000";"5";"1";"-99";"2";"7";"3";"7";"7";"1";"6";"-99";"-99";"Mozilla/5.0 (Linux; Android 8.0.0; SAMSUNG SM-G930F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/10.1 Chrome/71.0.3578.99 Mobile Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"1";"1";"0";"-77";"-77";"7cb0183c17f5fc9a3b40fd20baead995";"1";"0";"1573429198";"2019-11-10 23:39:58";"2019-11-10 23:43:27";"0000-00-00 00:00:00"
"197";"0";"0";"31";"3884111";"-77";"324";"6";"1";"2";"2";"7";"4";"1";"2";"6";"4";"5";"6";"7";"7";"3";"4";"4";"5";"2";"2";"4";"4";"5";"6";"6";"3";"5";"5";"5";"2";"4";"6";"4";"1";"58";"1";"15000";"4";"7";"-99";"5";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"1";"1";"0";"-77";"-77";"8e1041b73c7d8d508115ff9c151037f5";"1";"0";"1573457645";"2019-11-11 07:34:05";"2019-11-11 07:39:29";"0000-00-00 00:00:00"
"203";"0";"0";"31";"3884111";"-77";"492";"6";"1";"5";"3";"6";"10";"1";"6";"5";"5";"4";"5";"3";"4";"2";"3";"5";"3";"1";"1";"6";"6";"7";"7";"7";"4";"4";"4";"4";"4";"5";"1";"4";"1";"26";"2";"500";"5";"8";"Abgeschlossene Ausbildung + Student";"1";"6";"4";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"0";"0";"0";"-77";"-77";"7cadf222422a8f25fbe61dccb9fd8f71";"1";"0";"1573460403";"2019-11-11 08:20:03";"2019-11-11 08:28:15";"0000-00-00 00:00:00"
